episode_index,step_in_episode,prob_action_0,prob_action_1,prob_action_2
32,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
32,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
33,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
33,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
33,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
34,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
34,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
34,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
35,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
35,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
35,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
36,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
36,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
36,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
37,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
37,1,0.33335191011428833,0.33280524611473083,0.33384281396865845
37,2,0.33324840664863586,0.3326842784881592,0.3340672552585602
38,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
38,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
38,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
39,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
39,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
39,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
40,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
40,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
40,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
41,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
41,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
41,2,0.33329159021377563,0.332535982131958,0.33417245745658875
42,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
42,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
42,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
43,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
43,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
43,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
44,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
44,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
44,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
45,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
45,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
45,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
46,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
46,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
46,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
47,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
47,1,0.33335191011428833,0.33280524611473083,0.33384281396865845
47,2,0.33324840664863586,0.3326842784881592,0.3340672552585602
48,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
48,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
48,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
49,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
49,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
49,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
50,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
50,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
50,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
51,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
51,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
51,2,0.33329159021377563,0.332535982131958,0.33417245745658875
52,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
52,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
52,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
53,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
53,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
53,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
54,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
54,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
54,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
55,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
55,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
55,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
56,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
56,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
56,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
57,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
57,1,0.33335191011428833,0.33280524611473083,0.33384281396865845
57,2,0.33324840664863586,0.3326842784881592,0.3340672552585602
58,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
58,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
58,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
59,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
59,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
59,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
60,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
60,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
60,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
61,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
61,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
61,2,0.33329159021377563,0.332535982131958,0.33417245745658875
62,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
62,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
62,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
63,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
63,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
63,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
64,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
64,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
64,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
65,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
65,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
65,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
66,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
66,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
66,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
67,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
67,1,0.33335191011428833,0.33280524611473083,0.33384281396865845
67,2,0.33324840664863586,0.3326842784881592,0.3340672552585602
68,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
68,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
68,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
69,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
69,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
69,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
70,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
70,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
70,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
71,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
71,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
71,2,0.33329159021377563,0.332535982131958,0.33417245745658875
72,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
72,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
72,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
73,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
73,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
73,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
74,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
74,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
74,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
75,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
75,1,0.33338189125061035,0.3326095938682556,0.33400845527648926
75,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
76,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
76,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
76,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
77,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
77,1,0.33335191011428833,0.33280524611473083,0.33384281396865845
77,2,0.33324840664863586,0.3326842784881592,0.3340672552585602
78,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
78,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
78,2,0.3332517445087433,0.3327161371707916,0.3340321183204651
79,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
79,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
79,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
80,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
80,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
80,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
81,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
81,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
81,2,0.33329159021377563,0.332535982131958,0.33417245745658875
82,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
82,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
82,2,0.33333542943000793,0.3326171338558197,0.33404743671417236
83,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
83,1,0.33338189125061035,0.3326095640659332,0.33400845527648926
83,2,0.3334046006202698,0.3327520787715912,0.33384332060813904
84,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
84,1,0.3334415555000305,0.3329586386680603,0.33359983563423157
84,2,0.3333490788936615,0.3328459858894348,0.3338049352169037
85,0,0.3334318697452545,0.33322256803512573,0.33334556221961975
85,1,0.32782238721847534,0.3429467976093292,0.32923078536987305
85,2,0.32841765880584717,0.3433986008167267,0.3281838595867157
86,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
86,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
86,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
87,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
87,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
87,2,0.3277820944786072,0.343567430973053,0.32865041494369507
88,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
88,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
88,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
89,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
89,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
89,2,0.32879823446273804,0.34213605523109436,0.32906574010849
90,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
90,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
90,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
91,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
91,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
91,2,0.3271110951900482,0.3450664281845093,0.32782241702079773
92,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
92,1,0.32780721783638,0.34297406673431396,0.32921865582466125
92,2,0.3275512754917145,0.3446158468723297,0.3278328478336334
93,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
93,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
93,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
94,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
94,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
94,2,0.32879823446273804,0.34213605523109436,0.32906574010849
95,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
95,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
95,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
96,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
96,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
96,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
97,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
97,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
97,2,0.3277820944786072,0.343567430973053,0.32865041494369507
98,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
98,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
98,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
99,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
99,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
99,2,0.32879823446273804,0.34213605523109436,0.32906574010849
100,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
100,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
100,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
101,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
101,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
101,2,0.3271110951900482,0.3450664281845093,0.32782238721847534
102,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
102,1,0.32780721783638,0.34297406673431396,0.32921865582466125
102,2,0.3275512754917145,0.3446158468723297,0.3278328478336334
103,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
103,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
103,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
104,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
104,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
104,2,0.32879823446273804,0.34213605523109436,0.32906574010849
105,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
105,1,0.32780721783638,0.34297406673431396,0.32921865582466125
105,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
106,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
106,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
106,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
107,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
107,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
107,2,0.3277820944786072,0.343567430973053,0.32865041494369507
108,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
108,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
108,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
109,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
109,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
109,2,0.32879823446273804,0.34213605523109436,0.32906574010849
110,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
110,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
110,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
111,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
111,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
111,2,0.3271110951900482,0.3450664281845093,0.32782241702079773
112,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
112,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
112,2,0.3275512754917145,0.3446158766746521,0.32783281803131104
113,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
113,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
113,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
114,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
114,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
114,2,0.32879823446273804,0.34213605523109436,0.32906574010849
115,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
115,1,0.3278072476387024,0.3429740071296692,0.3292187452316284
115,2,0.32841020822525024,0.34341126680374146,0.3281785547733307
116,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
116,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
116,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
117,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
117,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
117,2,0.3277820944786072,0.343567430973053,0.32865041494369507
118,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
118,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
118,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
119,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
119,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
119,2,0.32879823446273804,0.34213605523109436,0.32906574010849
120,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
120,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
120,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
121,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
121,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
121,2,0.3271110951900482,0.3450664281845093,0.32782241702079773
122,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
122,1,0.32780721783638,0.34297406673431396,0.32921865582466125
122,2,0.3275512754917145,0.3446158468723297,0.3278328478336334
123,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
123,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
123,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
124,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
124,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
124,2,0.32879823446273804,0.34213605523109436,0.32906574010849
125,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
125,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
125,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
126,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
126,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
126,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
127,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
127,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
127,2,0.3277820944786072,0.343567430973053,0.32865041494369507
128,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
128,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
128,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
129,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
129,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
129,2,0.32879823446273804,0.34213605523109436,0.32906574010849
130,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
130,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
130,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
131,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
131,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
131,2,0.3271110951900482,0.3450664281845093,0.32782238721847534
132,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
132,1,0.32780721783638,0.34297406673431396,0.32921865582466125
132,2,0.3275512754917145,0.3446158468723297,0.3278328478336334
133,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
133,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
133,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
134,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
134,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
134,2,0.32879823446273804,0.34213605523109436,0.32906574010849
135,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
135,1,0.32780721783638,0.34297406673431396,0.32921865582466125
135,2,0.32841014862060547,0.3434113562107086,0.3281784653663635
136,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
136,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
136,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
137,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
137,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
137,2,0.3277820944786072,0.343567430973053,0.32865041494369507
138,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
138,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
138,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
139,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
139,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
139,2,0.32879823446273804,0.34213605523109436,0.32906574010849
140,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
140,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
140,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
141,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
141,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
141,2,0.3271110951900482,0.3450664281845093,0.32782241702079773
142,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
142,1,0.3278072476387024,0.34297409653663635,0.32921865582466125
142,2,0.3275512754917145,0.3446158766746521,0.32783281803131104
143,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
143,1,0.3278072774410248,0.34297412633895874,0.32921865582466125
143,2,0.32841014862060547,0.3434113562107086,0.32817843556404114
144,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
144,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
144,2,0.32879823446273804,0.34213605523109436,0.32906574010849
145,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
145,1,0.3278072476387024,0.3429740071296692,0.3292187452316284
145,2,0.32841020822525024,0.34341126680374146,0.3281785547733307
146,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
146,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
146,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
147,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
147,1,0.32862475514411926,0.34119123220443726,0.3301839828491211
147,2,0.3277820944786072,0.343567430973053,0.32865041494369507
148,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
148,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
148,2,0.32793477177619934,0.3433370292186737,0.32872819900512695
149,0,0.3311215937137604,0.3365892767906189,0.3322891592979431
149,1,0.3295038640499115,0.33992883563041687,0.33056730031967163
149,2,0.32879823446273804,0.34213605523109436,0.32906574010849
